Major,Year,Term,Course Name,track_year,unique_id
Computer Science + Astronomy,First Year,First Semester,LIS 502,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,Second Semester,CS 128,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,First Semester,CS 100,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,Second Semester,CS 173,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,First Semester,CS 124,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,Second Semester,MATH 231,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,First Semester,MATH 220,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,Second Semester,PHYS 211,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,First Semester,ARTH 260,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,Second Semester,LLS 248,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Second Year,First Semester,ASTR 210,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Second Year,Second Semester,CS 340,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Second Year,First Semester,CS 222,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Second Year,Second Semester,MATH 241,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Second Year,First Semester,CS 225,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Second Year,Second Semester,PHYS 212,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Second Year,First Semester,MATH 257,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Second Year,Second Semester,AAS 105,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Second Year,First Semester,ENGL 103,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,First Semester,ASTR 310,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,Second Semester,ASTR 404,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,First Semester,CS 361,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,Second Semester,CS 421,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,First Semester,CS 374,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,Second Semester,CWL 322,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,First Semester,ENGL 286,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,Second Semester,MATH 181,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,First Semester,ESE 111,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Third Year,Second Semester,FIN 572,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,First Semester,ASTR 404,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,Second Semester,ASTR 122,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,First Semester,CS 241,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,Second Semester,CS 233,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,First Semester,ESE 202,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,Second Semester,MACS 266,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,First Semester,CWL 255,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,Second Semester,RST 199,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,First Semester,SOC 422,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,Fourth Year,Second Semester,ENGL 599,2017,2b55031f-e273-47fb-880d-21236fa3f5c1
Computer Science + Astronomy,First Year,First Semester,MCB 317,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,First Year,Second Semester,CS 128,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,First Year,First Semester,CS 100,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,First Year,Second Semester,CS 173,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,First Year,First Semester,CS 124,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,First Year,Second Semester,MATH 231,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,First Year,First Semester,MATH 220,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,First Year,Second Semester,PHYS 211,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,First Year,First Semester,EPOL 380,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,First Year,Second Semester,HK 201,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,Second Year,First Semester,ASTR 210,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,Second Year,Second Semester,CS 340,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,Second Year,First Semester,CS 222,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,Second Year,Second Semester,MATH 241,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,Second Year,First Semester,CS 225,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,Second Year,Second Semester,PHYS 212,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,Second Year,First Semester,MATH 257,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
Computer Science + Astronomy,Second Year,Second Semester,AAS 100,2018,9a0b65e5-aaef-454b-b64c-f0305ed205e2
